"userId";"rs";"type";"id";"ep";"title"
295;"READ";"SERIE";295;"E10";"Serie: Soeurs ennemies S1E10"
295;"SKIP";"FILM";195;"";"Film: I sing of a well"
295;"SKIP";"FILM";138;"";"Film: Bad Boys"
295;"READ";"SERIE";326;"E1";"Serie: Ma famille S1E1"
295;"READ";"SERIE";326;"E2";"Serie: Ma famille S1E2"
295;"READ";"SERIE";326;"E3";"Serie: Ma famille S1E3"
295;"READ";"SERIE";326;"E4";"Serie: Ma famille S1E4"
295;"READ";"SERIE";326;"E5";"Serie: Ma famille S1E5"
295;"READ";"SERIE";326;"E1";"Serie: Ma famille S2E1"
295;"READ";"SERIE";326;"E2";"Serie: Ma famille S2E2"
295;"READ";"SERIE";326;"E3";"Serie: Ma famille S2E3"
295;"READ";"SERIE";326;"E5";"Serie: Ma famille S2E5"
295;"READ";"SERIE";326;"E6";"Serie: Ma famille S2E6"
295;"READ";"SERIE";326;"E7";"Serie: Ma famille S2E7"
295;"SKIP";"SERIE";326;"E2";"Serie: Ma famille S3E2"
295;"SKIP";"SERIE";326;"E8";"Serie: Ma famille S2E8"
295;"SKIP";"SERIE";326;"E9";"Serie: Ma famille S2E9"
295;"SKIP";"SERIE";326;"E10";"Serie: Ma famille S2E10"
295;"SKIP";"SERIE";326;"E1";"Serie: Ma famille S3E1"
295;"SKIP";"SERIE";326;"E3";"Serie: Ma famille S3E3"
295;"SKIP";"SERIE";326;"E4";"Serie: Ma famille S3E4"
295;"SKIP";"SERIE";326;"E5";"Serie: Ma famille S3E5"
295;"SKIP";"SERIE";326;"E6";"Serie: Ma famille S3E6"
295;"SKIP";"SERIE";326;"E7";"Serie: Ma famille S3E7"
295;"SKIP";"SERIE";326;"E8";"Serie: Ma famille S3E8"
295;"SKIP";"SERIE";326;"E9";"Serie: Ma famille S3E9"
295;"SKIP";"SERIE";326;"E10";"Serie: Ma famille S3E10"
295;"SKIP";"SERIE";326;"E11";"Serie: Ma famille S3E11"
325;"SKIP";"SERIE";367;"E1";"Serie: Ackee & Saltfish S1E1"
325;"READ";"FILM";204;"";"Film: BET en direct"
325;"READ";"SERIE";221;"E1";"Serie: Sexless S2E1"
325;"SKIP";"SERIE";221;"E2";"Serie: Sexless S2E2"
325;"READ";"SERIE";326;"E1";"Serie: Ma famille S11E1"
325;"SKIP";"SERIE";25;"E6";"Serie: Family Time S2E6"
335;"READ";"SERIE";134;"E12";"Serie: V Republic S1E12"
335;"SKIP";"SERIE";134;"E8";"Serie: V Republic S1E8"
335;"READ";"SERIE";134;"E9";"Serie: V Republic S1E9"
335;"READ";"SERIE";134;"E10";"Serie: V Republic S1E10"
335;"READ";"SERIE";134;"E11";"Serie: V Republic S1E11"
335;"READ";"SERIE";327;"E1";"Serie: Teenager - Le Geep S1E1"
335;"SKIP";"SERIE";123;"E1";"Serie: Before 30 S1E1"
335;"READ";"SERIE";353;"E1";"Serie: Blackish S1E1"
335;"READ";"SERIE";353;"E2";"Serie: Blackish S1E2"
335;"READ";"SERIE";353;"E3";"Serie: Blackish S1E3"
